May_2,November_7,May_9,July_7,October_6,March_4,May_5,April_8,November,March_2,April_5,April_9,April_7,February_3,July_2,April_3,June,April,November_3,June_2,May_4,November_4,March,May_7,June_3,July_8,September_2,May_3,October_2,April_4,November_5,March_6,October_4,April_6,March_5,October_5,July_4,November_10,July_3,November_2,September,April_10,November_8,October,December,May,October_3,May_6,February_2,May_8,September_3,May_10,May_11,July_6,August,January,July_5,March_3,July,December_2,November_6,November_9,August_2,April_2,February
-0.45635981234634887,0.07359387148731555,-0.7169831460973665,-0.2478182215353413,0.2661112273845689,-0.06285808305273535,-0.40946738647844194,-0.014352308232053801,0.09635056402822556,0.5104114657689224,0.2904795381404471,-0.17477129068349534,0.0959650074354403,0.18711382914563404,-0.07142545157889156,0.7167168097363616,-0.07970696483600356,0.03916731783676798,-0.15355949205431024,0.057124664961075614,0.7787845778453542,0.19233600676133927,-0.18152344175845098,-0.3636661842943324,0.11480280434421702,-0.2768581507193676,0.3634338463874312,-0.42791909124930055,-0.21083781074087637,0.4327902810387243,0.2704884900143307,-0.5392829672199027,-0.2291496518962144,-0.2410707566632445,-0.4734133043806996,-0.2499368044566771,-0.05658403474469206,-0.12874460729943965,-0.3434133565244479,0.5898499090215109,-0.07858120156239648,-0.8696015612322755,0.03366288660023538,-0.018606105709005907,0.5534142943770717,-0.6920294117217446,-0.24704149244868678,0.4175747401295282,-0.17315734495003435,-0.5551308661914062,0.4936366806132368,0.5173703825491701,-0.5647878947570071,-0.4099527640580867,-0.03349307024759838,0.39838555055826336,-0.05273697167708187,-0.4789818715948324,-0.3222793352598044,-0.4681099790856765,0.2604335273308485,-0.32289920482686263,-0.4814656039871278,-0.044646651603218554,0.25399629045309013
0.33216590252718836,0.07359387148731555,-0.6009437278480808,-0.2478182215353413,0.2661112273845689,-0.027646677614837092,-0.16889985249588382,-0.08274885711174518,0.09635056402822556,0.0272476042013894,0.16444478864379686,-0.3534410983927783,-0.09506976543933268,-0.06592069510330051,-0.07142545157889156,0.9404238301031678,-0.07970696483600356,0.18557988623376298,-0.15355949205431024,0.057124664961075614,0.5019368329995442,0.19233600676133927,0.20393587881146436,-0.1899562231044207,0.11480280434421702,-0.2768581507193676,0.3634338463874312,-0.716296040045785,-0.21083781074087637,0.31990034895192504,0.2704884900143307,-0.16679910657072056,-0.2291496518962144,-0.12638987450999706,-0.24103596485447762,-0.2499368044566771,-0.05658403474469206,-0.12874460729943965,-0.3434133565244479,0.5898499090215109,-0.07858120156239648,-1.048869210176157,0.03366288660023538,-0.018606105709005907,0.5534142943770717,-0.5131772539353898,-0.24704149244868678,0.5132547346351323,0.1672706787330312,-0.8452797135569774,0.4936366806132368,0.07067211812187311,-0.7544772141605618,-0.4099527640580867,-0.03349307024759838,0.3428513790502486,-0.05273697167708187,-0.6390562274085921,-0.3222793352598044,-0.4681099790856765,0.2604335273308485,-0.32289920482686263,-0.4814656039871278,-0.38280969625594236,0.28544657694062936
0.030944867947979487,0.20715166114233638,-1.1180217088959743,-0.3790679723449633,0.1643059461527368,0.008276960732155413,-0.550946526849693,-0.26138437258387565,-0.21801135390573798,-0.02632689732899724,-0.26883360261463535,-0.34936030431791276,-0.19082143178151306,0.1115192247477597,0.05573766243018599,0.9794429849793965,-0.46949251621992355,-0.05510135834682915,-0.21503314121663614,-0.04284792650363792,0.3431277515648196,0.2862263434980044,-0.10839622089662436,-0.42025242300024634,-0.13941964630044895,-0.47960090202388356,0.6721677312951699,-0.5439147870501541,0.30323959815887497,0.6306353815916689,0.03752334568979773,-0.4312660003295602,-0.6237518128085175,-0.26331907926225306,-0.41565824164275345,-0.2317559683815002,-0.10989619366096341,0.1615356479004994,-0.2035065532389542,0.34298864569963794,-0.28588890156585056,-1.026192759266693,0.14265658522379615,0.09862990533670983,0.7251568793984702,-0.265224233232685,-0.2947096645492373,0.21846518208958612,0.08591298737273223,-0.6862755157202334,0.6819790931105497,0.40708076881415545,-0.2881341799074062,-0.05419985808112691,-0.1455318142703092,0.13025064770362804,0.16289664901671458,-0.38974746571857993,-0.43351288973565766,-0.3709374463699887,0.6654070172025643,0.12418075550287527,-0.1733183077313142,-0.31519165133036375,-0.030624188910953518
0.29004404412111634,0.32967593987434174,-0.5229467502286381,-0.450743849836103,0.2561907863944888,-0.2317069040062368,0.10847199643015495,-0.24516252835279959,-0.26769083708655944,0.2938223929956184,-0.49688704238438675,-0.5534500977623408,-0.8821871312742795,-0.0062282948659232035,0.05663667254706656,1.1761708742723604,-0.34104665742465035,0.24491190443392813,-0.2160341473977992,-0.09508028294532413,0.40364477821297506,0.39339019697186306,0.2594885421211583,-0.23021599177145055,-0.38007554590482295,-0.09454681765257246,0.4294982910264496,-0.554660911487642,-0.589374614680626,0.2939745141354448,-0.010031400788038304,-0.19381887331240738,-0.10922851783595497,-0.7352784828974744,-0.6167206322574208,-0.09931044833718397,-0.03297858462949212,0.08137867753597461,-0.32234535108795415,0.06355076848470814,-0.41947214249574927,-0.735897016945442,0.16885270488333134,-0.1851586442486008,0.7604339507537033,-0.8109501718286939,-0.0456290597549878,0.17851382145002967,0.1438833003266669,-1.0851973923701608,0.39240017394848065,0.2720660709131602,-0.7321192244239245,-0.22917689683896217,-0.23966608163748349,0.475149848723616,0.352314153173213,-0.3334977486901799,-0.4157347270997911,-0.10826039486373346,0.7127096802870853,-0.11673816764540111,-0.5761614002715666,-0.6863017923612958,0.6167932048958416
0.40289006101368396,0.08946071127635759,-0.8772312455740668,-0.38057934275906374,0.3035116382452566,0.03518163132687135,-0.5277805871547471,0.390408566767342,-0.8536375524002984,0.3512039953554193,-0.20164303992592902,-0.27060799043838174,-0.6602346405190155,0.09803432380598233,-0.023575827105601854,0.8019452210826084,0.3202255165340881,-0.19410036919036072,-0.31910969767304753,-0.11754716763519833,0.6125860280021113,-0.03770295449031154,-0.2153064181193117,0.06448120124565256,-0.1912292910986515,-0.16809246139700687,0.5501990361625937,-0.42502288971443203,0.28227717847698464,0.25327233266495863,0.385743522914633,-0.26491888235046956,-0.5568451688925193,-0.194377520597794,-0.5290537387515919,-0.362605921310817,-0.19075917182211904,0.14081111538520352,-0.17359715484740953,-0.2536100529908336,0.04230201030205137,-0.9499616247482492,-0.21978573444784932,0.06228413063649434,0.72199772329909,-0.6304151593277012,-0.18863373846127285,0.01059264030709664,0.07815343472984085,-0.9610965184389864,0.2908844154618856,0.2403190147067821,-0.9357068148632376,-0.30020761920577266,0.3671080024498551,-0.5195421109132224,0.0733735628805133,-0.4220120537701904,-0.25287575474349056,-0.5424770326966324,0.7196030287425269,-0.31262820656924645,-0.15927864758753782,-0.8963812799147559,0.09124715954313739
0.23097875949968436,-0.061063342120369665,-0.6647295643735005,-0.38168095860203355,0.19471165393487191,-0.2877361107587498,-0.297510658618285,-0.029843348389753138,-0.4606025842064358,-0.16060676213291952,0.08271146147079916,-0.33603772395352505,-0.20360982401980265,0.24322540370745452,-0.04707620529261168,0.6030114341103598,-0.3068434133169217,-0.3909294050232627,-0.3400990225577666,-0.03422600477531651,0.6290902157772624,0.7145728438095029,0.0047475789998835255,-0.16947777101103928,-0.6896560852893618,-0.6015032807476745,0.21784520712141972,-0.8001479603353974,-0.4288393314705543,0.22126296247696473,0.10525420990672876,-0.5425592468327468,-0.030326237002327297,0.14300783321712598,-0.3878653041260686,0.1361459621536908,0.16000439202138905,0.16976649374961472,-0.2819726272772098,0.06678940970391692,-0.16728222384052505,-0.8838047301240749,-0.10028540566008472,0.4624371233426022,0.6030643286351218,-0.6318529519744729,-0.2524020153834873,-0.0383597975255333,0.09897359487969956,-1.49308743288611,0.2616678195471943,0.3244459546799857,-0.828148622251575,-0.24053444278901928,0.025982390800152903,0.05972226831896392,-0.1568002324805084,-0.6617362403599677,0.03265874038380963,-0.28253327758272223,0.3831749854757403,-0.08186483986810093,-0.30030281555378663,-0.4695240859144325,-0.07178043630583172
0.322156531727539,0.6085384510477148,-0.5055951580344917,-0.31777133303572824,0.23500456737287811,-0.28875935915504525,-0.3672180053587585,-0.016462164077077693,-0.5693015613337482,0.26848615081953603,-0.5512977827963604,-0.48426513381961356,-0.3919771791342513,-0.17095187791614375,0.2039282915811661,0.7464564175528601,-0.15624554652451372,0.2700370643171107,-0.20272462544826636,-0.44646896102875067,0.0987571027369678,-0.18750565314214881,0.33828358755942683,0.342653833709117,-0.24994597718124004,-0.16136372912626784,0.8254848789229554,-0.2984679281996037,0.2624910163827394,0.6752276774497444,0.33251926708363866,-0.34038415040945996,-0.7226118633131492,-0.41492318950498297,-0.4207442076135517,-0.8069267410663409,0.035354124880037904,-0.01934209994239966,-0.5663562643726637,0.17478992132405619,0.23827038123391625,-0.9712897550386612,-0.18475533875447148,-0.04034713126540029,1.075913425135278,-0.6371676771109358,0.007726060524250233,0.1564017498571414,-0.07795804134599171,-0.7342370532159082,0.5325001531955869,0.35097733904588907,-0.6539323582786531,-0.21334552994544959,-0.005191658203167623,0.37150395087485644,0.23212404675603787,-0.7299627661451715,-0.030021151008619934,-0.4772529608071988,0.7246543237893591,-0.27316274800181334,0.09072867117509081,-0.11410271954435311,0.47734419287752683
0.35400842884234046,0.3526472869498121,-0.7415852630709902,-0.5938891052803891,0.09164704919343288,-0.7038055983840967,-0.11419218356788811,0.39014713873935813,-0.45504498018370854,0.05377459121688008,0.3071583246280817,-0.10130705171034518,0.04289332072867805,0.11861310809849612,-0.2972799991499546,0.2970972650404511,-0.1831933792275517,-0.1312568350133105,0.010181941628958732,-0.06638548959386466,0.31506056394149223,-0.05037395324940125,0.1654230114912697,-0.07125938630530348,-0.6499172684742444,0.43920330218888426,-0.08016214880907972,-0.4084051484892478,-0.5803127981842642,0.1292342753947492,-0.12487583833403791,-0.20535569634810025,0.14095488744125545,0.5171842828598247,-0.21129340073099181,-0.058221960253200665,0.5583506203390567,-0.1815240403009362,-0.1873928426495809,0.24531913952664003,-0.78257218034094,-0.8172537381180985,-0.15781694493479054,0.05455342194659198,0.5717538605485544,-0.8552212401447377,-0.4375858043481933,0.6218670293239459,-0.05870525830183798,-0.8535617499233625,0.7765128712500745,0.22395508405344883,-0.5240145367285167,0.839497915304089,-0.5066678945441138,0.6920524939819008,0.1636353625092326,-0.5921568528900929,-0.8216985995010353,0.07362103833393117,0.5703459064773588,-0.06617423177185067,-0.3467777228053687,-0.048165006307753624,0.6515996116726154
0.3279276231346398,0.24082510459180476,-0.5211987741017625,-0.24453161492095327,0.1886102439208625,-0.53332773563117,0.24012241223555636,-0.3645630932732334,-0.4911302166766147,0.11262816862156112,0.39132133780581746,-0.2842668493780945,-0.3157023413397312,-0.08990596708213354,-0.006797044230549179,1.0085801946084976,0.18757311366222668,0.19976147149509205,-0.4401686427748823,-0.3949198458037136,-0.09096322130636253,-0.2379123946158549,0.5121559481710178,0.3346444064892883,-0.24097552087325133,-0.12633186655455558,0.3980284877091842,-0.11109902730121209,-0.21875324239378624,0.14773190678849293,0.6568481346391061,-0.1613259057484412,-1.2779809752042612,-0.19462021047616224,-0.4446693746816963,-0.4613076792440687,-0.29932650545735945,0.1672607956296301,-0.4189662937955523,-0.02080896093326811,-0.7005514930299369,-0.8937780178854912,-0.23444763692486065,-0.07329127581719114,0.6824630996985472,-0.8515480018711328,0.415494226424293,0.39577952703023406,-0.29839459715797,-0.8529194568187415,0.8559189526429174,0.19187275305986748,-0.09061315040527437,-0.43189559819113404,-0.009851485777765151,0.25639848042943614,0.37728316241880017,-0.3941883582261096,-0.46858286298468566,-0.8252335556112153,0.7433885777586831,-0.1115200785056488,-0.15498957956337364,-0.6547217783878868,0.3043192439483916
0.19234228302479095,0.22932556321191147,-0.27288723785456326,-0.17223783970757248,0.37248795040789934,-0.39303614300485384,-0.2795849979870478,0.4214368817095131,-0.38108223361579235,0.10082749989791623,0.1175753077784639,-0.02477907448304119,-0.1711467259796005,-0.06677721445586832,0.2942589238103053,0.36333852047111453,-0.32028539955962754,-0.4378649491789249,-0.26274925515963915,0.19409907528637876,0.1869250095128979,0.42626322449904724,0.3064773507483395,0.16302193289306782,-0.3529851334666557,0.054271279481305945,0.6077553566143623,-0.500561233736782,0.2878582409966284,0.42268782586900605,0.2718834959212569,-0.28530449900139526,-0.4211442928098833,0.2459198109680693,-0.4105020757065382,-0.24392731881177324,0.0656413244766891,-0.08784850075620922,-0.3046994652503004,-0.0037696323984833247,0.39155524992199203,-0.8159608689379344,-0.005190743279635868,0.16548853022001142,0.43651993689639734,-0.7303638626966271,0.028658039834763775,0.33932035164370256,0.32702807886498053,-1.0632421208666907,0.6051857246455495,-0.13408422838712808,-0.549277465812871,-0.2407777710560436,-0.10005183780738676,0.15454548420157974,-0.04013108859201714,-0.7301590865125179,-0.17347184120573536,-0.33781679963273736,0.10399602636516608,-0.07540427768173173,-0.4363691674737331,-0.1856167555374056,0.4927318728822502
-0.06303079045544006,-0.035276545626735864,-0.7656498939441233,-0.31486186083807527,-0.4079629702513954,-0.7094415691105197,-0.3648143969412896,0.24279827573859458,-0.22378085991160868,0.3361321109972948,0.21841722626497906,-0.20868867095183413,-0.8482685050741581,-0.11714399998946362,0.014755939160987101,0.6327083244107085,-0.2188703006132805,-0.0428259363712358,-0.37185328008290963,0.6207778811369431,0.056627720675382534,0.3487297889273152,0.38158821949229926,0.033852694954762036,-0.429093573672502,-0.2685115558399116,0.0646650082172444,-0.32712691783841324,-0.49994430118414823,-0.1345948979280367,0.08834978534244707,-0.14198159611907085,-0.18590549390162092,-0.3059413725977342,0.0030014310762620094,-0.628931878832699,-0.15180067210004944,-0.057838173531839426,-0.18475321097308775,-0.12001666242734073,0.4550987957951767,-0.8177793675074303,-0.09073557600271949,-0.39740144488707463,0.49392197823882017,-0.516335699101919,-0.18156051832076509,0.6133004207606787,-0.09225138690093615,-0.5829451061719033,0.4711154176397805,0.07466828284257361,-0.40069956629662346,-0.13672674722492367,0.02903601278488159,0.2338373356486655,-0.10471638463059098,-0.5684752835587707,-0.3400243216478661,-0.5743229051141634,0.21106520691510783,-0.16926907072637487,-0.2263635224492563,-0.5305638513613768,0.17524537367398446
-0.11440578491276357,0.18654294607546576,-0.36389428438284904,-0.005890309862119171,-0.17051287241229657,-0.012445698098826473,-0.35052165089293963,0.15513101637441717,-0.3259871191961742,0.44914563999088036,0.04098383790477196,-0.03862602255999466,0.0013391639652182152,-0.06468658205668285,-0.21276262771323734,0.9102439076214859,-0.20796129071863118,0.02166078434997215,-0.18948007621051033,-0.18578412898804145,0.7348303356468313,0.010403279098119056,0.12380255216128538,-0.6032065679949267,-0.34471976681026256,-0.36006815042114,0.08084501850699247,-0.7679454322524073,-0.533035186936665,-0.05854852309202052,0.4508536255651493,-0.59361270344785,-0.20151507908605187,0.014536397863549003,-0.47813185258165547,0.10212206679664404,0.0044614080181814356,0.4305247546760867,-0.24549253466156284,0.29675560949091195,-0.5661007199118576,-0.855483889907968,-0.05106639413474677,0.16624837179428348,0.8540090156745479,-0.8997302038799833,0.05949653708009772,0.413121934977835,0.023067852967224467,-1.047440220794798,0.5153374273872694,0.026406738539989677,-0.5794094781407246,-0.3952600948954558,0.08009211529516441,0.7387212181595517,0.31302861297413503,-0.27023803864641427,-0.5574982259073816,-0.6375897152136524,0.8544082025520725,-0.187523232718795,-0.38334935955873783,-0.12754981096651363,0.14480535065314398
0.02191994711308337,0.23397439541963605,-0.5577291062318939,-0.5401617813703653,0.5174648678051396,-0.18226281582898987,-0.24289613330906926,0.0514293877853834,-0.39934498176709066,0.5692168948489849,-0.1604459258564158,-0.07101148740976157,-0.42644646981992584,0.13579434678524838,0.02836634336073554,0.7740075033022948,0.06666645802208582,-0.004802204080437453,0.016926364237081694,-0.3136347623227989,0.23981046780043885,0.01128191990017767,0.5091537636929191,0.012464099774232212,-0.06565096196930137,-0.06205958417270528,0.4211559506693598,-0.46915294506155636,0.3601092831306857,-0.18387428897349034,0.31101906033749044,-0.22879525330363631,-0.9915354442938266,-0.4187613231348529,-0.056374826543203985,-0.3872681446758322,-0.11156780484979181,0.003926532142219705,0.009737034980234711,0.1169240014922852,0.27073925288249223,-0.6405743094278917,-0.010155235465684871,0.0932966095223065,0.6800083338710158,-0.522535906590593,-0.1542519902000767,0.5786814329583269,0.17737536249382757,-1.0946486104384567,0.5970306996462765,-0.020218290794518978,-0.3851499726441691,-0.178198275773706,-0.19609629890357183,0.27848744441382606,0.08123698939214621,-0.4690591449921936,-0.7151493757414149,-0.6509982365449444,0.26077708328744753,-0.13581580740941493,-0.3323312248500497,-0.555288550006842,-0.5136740780413883
0.2861185342345377,0.37249697549791916,-0.6599536993316516,-0.44420334078223817,0.7064467161860605,-0.29240667479494586,-0.38525366525490573,-0.16662629535346912,-0.6328516826850626,0.08543871885509605,-0.3988393556784768,-0.2370638240640499,-0.7461846577956367,0.11648213412575903,-0.03739699086408971,1.1242196939560327,-0.3484179888198216,-0.010521129397518675,-0.3388356093104256,0.3437728638843581,0.2741676807787848,0.022567575249571814,-0.04725776837130633,0.14118806008511647,-0.10992353181953649,0.09500220989185637,0.08091176597436707,-0.29269506175203486,0.038162574570080265,0.34845103651966736,0.5421847597891907,-0.3482124221259444,-0.4710485292193309,-0.39370352016198973,-0.6007110840645474,-0.21896834967342668,0.17167409575787757,-0.12855938643534703,-0.5154166222861127,0.19213954954519186,-0.12808183326143063,-0.9822286543413695,-0.00279489992493627,-0.04042160892160171,0.6379086936926137,-0.7587838913962612,-0.12351379817191273,0.23714192137710702,0.1933850723086179,-0.8976263293302924,0.3845753019830284,0.1437452558361932,-0.5759077074782449,-0.39203447241531664,-0.10389390774179597,0.26590818962030627,0.4331695739729239,-0.3224517350432329,-0.5272394035137287,-0.1646310854584087,0.329958434351144,-0.3102431356145371,-0.21917280570362346,-0.4942691051198221,-0.025453614295567306
0.02059798701095502,0.11243806755355079,0.0028878667634946315,-0.36933720575289475,-0.361469317456849,-0.3936884865017727,0.21199789063811464,0.17988416119873962,-0.3428191003829531,-0.01165783793703623,0.1310989618743344,0.19741915715665065,0.13906655108888552,-0.06374763618626483,-0.06224816389416803,0.6385062037208022,-0.5609990653510268,-0.28531522001213105,-0.10926115598914207,-0.14675526095089436,0.8785148976009759,-0.021729861541635594,0.1651833904125058,-0.5905095517955341,-0.3459760656866896,-0.2765011979220439,-0.3290068652933931,-0.7983133055506975,-0.8025731785433537,0.12312148661333924,0.2696110401631813,-0.4030983203159914,0.16959670853216913,0.055290018954676876,-0.30627283807191297,0.1659574443968654,0.09934077679452614,0.03730243022004707,-0.15225310951428384,-0.18531154659412613,-0.30500437505159406,-0.855471034929283,-0.07226471099506676,0.13223796341951183,0.8271935543109492,-0.9589275924070044,-0.3534817203670868,0.4065435214964622,0.06333121244242218,-1.0795697553292793,0.6607224830460464,0.028569675315808937,-0.38137365535871043,-0.21832028856697014,-0.19975837933639579,0.5175132304610226,0.27340273007243593,-0.43748618944848044,-0.6521503522782611,-0.18973198329902757,0.3442302856330418,-0.002599430030090201,0.03352350503371944,-0.24018131591850184,0.588981248513389
0.33556906473689824,0.5315811974953267,-0.8293385366651682,-0.07151850077348745,0.2501204550508983,0.04585682962015196,-0.37325672976735186,-0.3016463927341889,-0.4683339471226185,-0.21262583361755164,-0.048285273045537216,-0.3986688239208528,-0.7386510073254052,0.3337758339341935,0.28459327225297826,1.2840733878600854,0.2857915514054684,0.5789184994800801,0.2691893909291236,-0.3835895305015019,0.2603652995858586,-0.5339978682865577,0.06329974960607099,0.1268116089055835,0.07569073872421761,0.02891043202966856,-0.0315709964070824,-0.4488707772021147,0.24022693272062962,0.36098662548922517,0.08835147763752851,-0.11442508135838922,-0.6129474208206089,-0.4829717369483537,-0.5585881238575555,-0.6324641220727171,0.017413144924249155,-0.10418154582493899,-0.5746678910727291,0.4358857928776558,-0.8276078585535577,-0.924751052011269,-0.1718514355249968,-0.2384455116423208,1.139203161611498,-0.8667593026754733,0.1668780361412105,0.2700686340537861,0.29159324895968874,-0.8283944375822451,0.9795479484126968,0.21174068272152072,-0.5017632289927685,0.006979444678649097,-0.2046514027633195,-0.18525422498944746,0.5856960157534459,-0.3629637051330524,-0.5286976232671655,-0.5033874189722651,0.7967548895721908,-0.17341554818903604,-0.11237162376184821,-0.750160426759988,0.31200220802046086
0.24789140693586956,0.19803134026121666,-0.4774586866529764,-0.4848208106024752,0.8868700427911158,0.06258900862937276,-0.5257950254823965,0.2481250265021226,-0.5296701714872128,0.03797603540002938,-0.15679228544818746,-0.34907714299764514,-0.5273847439008205,-0.03732919422789134,-0.11333026285698494,1.2651639338519949,-0.32418721261227496,-0.005708795560839766,-0.1753306283085986,0.07470764054354741,0.17404661158817952,-0.24420439286608783,0.14612701443747061,0.013990110892147724,-0.31670527425447403,-0.508923536054397,-0.09477930808521318,-0.4200178339156819,0.11718781576244687,0.13960488597379184,0.373306511331462,-0.46278147954845966,-0.0346840824720933,-0.46868540972088385,-0.4561513519211725,-0.007835951474184075,-0.061152668335701675,-0.13031842532316223,-0.1423509071773492,-0.01485841443464829,0.26792665296032236,-0.8868138092598921,0.2455842929493656,-0.07619609311856822,0.48043252214924775,-0.8427008106744753,-0.16942271706856077,0.21756699910474042,0.2600196287560537,-0.7655981222727064,0.7541655731510697,-0.14167651348752447,-0.5878542895300732,0.17147108010181836,0.030203053251115435,0.48838153866110917,0.09364917350352359,-0.8269391647741232,-0.524811351362754,0.07132560987384806,0.587004915491232,-0.19381868941131933,-0.11397008027785892,-0.26304451844362886,-0.17708105610631839
0.31834838133774057,0.5143768189365711,-0.9286909647041516,-0.4554260582551768,0.4327726590774928,-0.4705949667615654,-0.08595507584839784,-0.17935298804268554,-0.7366861203941565,0.20120817748340794,0.17613192525235133,-0.4646347201445177,-0.12212064627825442,0.08007401501355425,-0.319396317372146,0.8815868069849416,-0.5231291280633728,-0.17529996731514863,-0.22696839638580754,0.037298503585555726,0.24181804342474453,-0.06151090071766595,0.0958094109158023,-0.03253813767444331,-0.11931571921169165,-0.01963906072387188,0.27323932211703045,-0.2905314411409359,-0.04134616168240236,0.33397237585937484,0.09293548890182732,-0.40433314777464047,0.00624920567280704,-0.277254744940294,-0.2888907922913651,0.09161764471747887,0.21939593003769656,-0.0005933770930287574,-0.43379318712253784,0.09657167004610394,-0.088013010106477,-0.7500675732214068,0.02584835575756876,-0.2189330299202124,0.5044400003058263,-0.6272091894443556,-0.14610596609425025,0.5497354001534321,0.3183674062148507,-0.5409829213602787,0.8424491571159503,0.020805743323776618,-0.44679328622947645,-0.40501234571402217,-0.16154512827351802,0.6144517898379129,0.03990678861169889,-0.5393007315405608,-0.7460078205333802,-0.33008538767564766,0.1087950510363641,0.07950281316831657,-0.22724656212431005,-0.6328343923001518,0.25675367469927823
0.41403777889580795,-0.02516420510751951,-0.5494679044419752,-0.4948975282791974,0.2951094156207196,-0.16133998209145475,-0.20521865955891352,0.2217800361581053,-0.28026803056771793,-0.03749504805622792,-0.16155434751930897,-0.2770705385423068,-0.41344753967926073,-0.22182250677086918,-0.23814060462610886,0.7231980395798148,-0.06549288308705759,-0.11722476364087561,-0.43202568993294566,-0.5328447892747867,0.4970549319036058,0.031665742497655726,0.6242704351259325,-0.31171071053805255,-0.44710443778477355,0.2010865174236057,-0.16345029453316873,-0.34684417751434293,-0.34579147281052536,-0.3260674709675219,-0.03709318851977944,-0.6310959242189601,-0.013082370666455151,-0.23847795294491492,-0.609666400739545,0.26237301865664076,0.48572883429560215,0.14867999599374102,-0.5524830137559951,0.05454992912248509,0.4289371553863725,-0.5364317595383628,0.26765745500018107,-0.043615361616969495,0.7422794709498042,-0.7912150674778389,-0.23282667137839488,0.11707594402886347,0.27065610407168855,-0.7974648074340827,0.5237397372504965,0.3626739213841683,-0.7417364099467993,0.24790532252851094,-0.2265777110271867,0.347686050554195,0.23940609514687794,-0.7767974865858372,-0.7076850607139341,0.3046797015245616,0.23565738184474372,-0.47313474469544536,-0.047080898403788166,-0.6522992614406123,0.1562588234673243
