November_6,December_3,March_6,January,April_8,June,December_2,December,July_4,March_3,November_2,August_3,May_4,September_3,October_4,May_5,May,October_2,July_2,September_2,April_5,April_3,December_8,May_10,July_3,December_7,December_4,April_9,August_2,September,December_5,January_2,June_2,April_10,November,March_5,May_6,April,March_2,April_6,May_2,June_3,May_7,April_4,November_7,March,June_4,November_3,August_5,August,July,March_4,November_4,May_8,February,December_6,November_5,May_11,August_4,October,October_3,April_7,April_2,May_3,May_9
0.5492602332138579,0.28441391953358536,0.6189255099973404,0.05846095584295329,0.13520051108459816,-0.4798495168225601,0.7540517689024493,-0.6582238127288556,-0.4032899486219631,-0.5972345466159403,0.501673498947621,-0.1143768032343089,-0.4871663493880055,0.013887347204906392,0.4841601432302107,0.3121939975421666,-0.06444433572252076,-0.206449604643211,0.40353202812960476,0.21077698216689394,-0.45762599781153934,0.04154558286756274,0.3107236913819877,-0.10058917138575814,-0.12827923305482578,0.10890677397519762,0.13394884516383554,0.28015291080263227,-0.31943969516272036,0.12305123928797068,-0.13615133392648704,0.7500088338479939,-0.0649082250709132,0.659108678939595,0.13588306716854026,-0.46734929567728345,-0.16916226472680213,-0.3995028457949362,-0.12064626629590709,-0.4960672388767825,0.10606169916198495,0.04031067469514629,0.4217230081594753,-0.6003634160871505,-0.4219936606712993,-0.4257167516961918,-0.11431891380954672,0.3279027867842211,0.3756589433363104,0.4570045108959868,0.2321566047912479,-0.1287581544890148,0.4447010126918105,-0.5678914842544825,0.39473512275563144,-0.04285461569005401,-0.21260131659494336,-0.03798177440621329,0.19031228828434854,0.7363927140103019,0.4504775314653453,-0.9016240091896782,0.3926912275447158,-1.1062796760973004,-0.5860561763762937
0.5492602332138579,0.28441391953358536,-0.1489454567353718,-0.42482311102344406,-0.025428220588771543,-0.4798495168225601,0.7540517689024493,-0.6582238127288556,-0.4032899486219631,-0.4586830335497704,0.501673498947621,-0.1143768032343089,-0.5697044607504627,0.013887347204906392,0.4841601432302107,-0.04239187825430716,0.011191297089882132,-0.206449604643211,0.40353202812960476,0.21077698216689394,-0.0862394000946132,-0.1761947365035116,0.3107236913819877,-0.267053012828021,-0.12827923305482578,0.10890677397519762,0.13394884516383554,0.564165313627444,-0.31943969516272036,0.12305123928797068,-0.13615133392648704,0.8273632694521136,-0.0649082250709132,0.7422417340104938,0.13588306716854026,-0.1267185503553046,-0.46554492407455406,-0.5838045231172432,0.29663684163373116,-0.5402788106337097,0.23868555889674237,0.04031067469514629,0.4567563917871054,-0.14712905823335487,-0.4219936606712993,-0.8006535765155256,-0.11431891380954672,0.3279027867842211,0.3756589433363104,0.4570045108959868,0.2321566047912479,-0.39945991656818763,0.4447010126918105,-0.3959136335149785,-0.20471594967559648,-0.04285461569005401,-0.21260131659494336,-0.3454916828347441,0.19031228828434854,0.7363927140103019,0.4504775314653453,-0.7907513385532845,0.24312432243212062,-0.737683613704786,0.3749767627043788
0.6307395296589376,0.36486902745560645,0.5010543070310319,0.0019675814617724705,-0.3105699639850672,-0.29211219865399113,0.9013302181245577,-0.35198210405334796,-0.5906981750747823,-0.700613328997256,0.3512651018908134,0.07584349860349678,-0.6792766724222691,-0.15775419296469337,0.20021267189518582,0.42642768986599894,-0.4677500315927363,-0.20551190037971945,0.49050268394802277,0.07341493060384689,-0.19449176228676165,-0.20475370180431168,0.04704460480682805,-0.4569576347710964,-0.2840997823167488,-0.46206452982788604,0.1635584008155564,0.48950646709969486,-0.1286364563477691,0.07893018763546437,0.30680801772649496,0.6729792390577951,-0.1701616482752416,0.6881587144240561,-0.18553810934285286,-0.2969592782274957,0.03366242460918513,-0.4683857325181229,0.2795999969420335,-0.30829558071924695,-0.3916891912201572,-0.13680834713225734,0.022102183519184304,-0.20886752013464668,-0.20150228783401672,-1.0261475615736362,0.10532532389658937,-0.11754951673787839,0.5043474972597128,0.3395901354927621,0.019323935853404396,-0.3890548455896776,0.357417645489498,-0.8319263005995567,0.10577924161726147,0.18793321716040093,-0.3244039500833048,-0.8243417886887147,0.15384835478472245,0.8881774746036695,0.0506810450427934,-0.7175119062572952,0.27663186755799146,-0.9590147532720809,-0.1383983073636908
0.55496166869734,0.384808771819371,-0.05336223758956931,-0.17858961047310215,-0.22969184173287382,-0.3900877537676082,0.7325354812739864,-0.912410200340899,-1.012466066465066,0.12604076292283783,0.27772838408802325,-0.1929285770872258,-0.5569494144571085,0.025359824370489503,0.410763880168573,-0.0704415076710608,-0.25109305557980205,0.023050804285164234,0.08148100731397764,0.20072991183779504,-0.5722719098616351,-0.3708144003399581,0.6517334057232618,0.015841700484862886,0.20586536836848734,0.2727734072931965,-0.025956013828633898,0.9981258173630582,-0.18147849671840544,0.07128882694122542,-0.0996966558493101,0.3849536844037747,-0.4115298629305686,0.5374238906903553,0.17994221100288396,-0.4349440569253795,-0.5378915485498508,-0.7040734463504567,0.34356676793303964,-0.5023565820708635,0.479806886499154,-0.13599689781884,0.3648606998403283,-0.1818642239493219,-0.30461920860774944,-0.2837712886239354,-0.1085865679622176,0.40551610046026854,0.39926066263583715,0.34021625526866606,0.1176667355761204,-0.8678029745602055,0.43351479291709977,-0.7855268896864278,-0.27033836055295857,-0.6111442801283908,-0.37399275288656825,-0.40679940371657863,0.3968275480562202,1.06700185740484,-0.16576217778187805,-1.5740181318435311,0.27740641027907686,-0.780949484905103,0.2328772413301412
0.5892389142807952,0.24824318000476064,0.3081994876150786,0.0839728996597663,-0.21154640839114108,-0.29445814785132657,0.40053708068052,-0.2662410345106798,-1.0474017996640625,-0.36073678221387706,0.3729654665553065,-0.06227004704175071,-1.0399311718111441,0.08720819951607289,0.05832011916145368,0.5214489705324352,-0.5997743970072399,-0.7819272267112244,0.41496231130387873,0.4736124755639478,-0.02184796142616796,0.00827081368361119,-0.22957143278822487,-0.5055653486286367,-0.39895171051910583,-0.02672858027661322,-0.012624850770512758,0.6569874613939557,0.18126980896994682,0.2008949991033075,0.3938206581439475,0.6623017517241648,-0.4049314287906538,0.5273442394686454,-0.3065041606081351,-0.3438656796392784,-0.13132590573859637,-0.32513836355172354,0.38011336674561896,-0.14574210651123232,0.3316313235026131,-0.21933482296752788,0.2979375223250084,-0.7251281765399367,-0.3004720520668974,-0.7747012647010567,-0.2527495236167103,0.3639547574530102,0.8073244675657205,0.30452852377426803,0.14556316731235014,-0.4460554582069777,0.3911190235735685,-0.703388776041027,0.13080343820540027,-0.1734615750228022,-0.5286411708143699,-0.5155651639099856,0.5087819175449327,0.7537030984934154,0.0031646100790930012,-0.5609211927058025,-0.10623251213299506,-0.7264179099135037,-0.47924850552267817
0.37361851974039456,-0.029006715476273703,0.2105329133485601,-0.09617226516808376,-0.14845371034099758,-0.2590483563984805,0.6910549536015682,-0.5353049568917296,-0.9912117078682245,-0.7543492611419289,0.08674662758802071,-0.25429128250435645,-0.6255803387083294,0.1562144793703408,0.4177928795377467,0.00020119976197592593,-0.5548167816145128,-0.035174293874083135,0.22907891973474878,0.31757852737530556,0.2917189751526737,-0.13579083744054943,0.07325435369559355,-0.14481389391589627,-0.2412739178836733,0.077736646332379,0.022325599582812466,0.6564587827141306,0.289551825445283,0.29649674789110847,0.13177376331381346,0.36178720723011676,-0.6845688954155942,0.3638862219696352,0.038189292400306774,-0.2967090527888919,-0.5501193543254477,-0.6573788126232045,-0.29307888495842366,-0.5557589798451719,0.003919940528753926,-0.2810080124865622,0.6773458961732585,-0.4624282259506377,-0.2110846799012157,-0.3860612199958113,0.28441114260849354,0.9007388610196696,0.6173239446304476,0.4292087554624225,0.34546643917323994,-0.4875432686855054,0.00434995110277072,-0.5691280160000101,0.16571118505750243,-0.018687157732695053,0.05839957428435438,-0.2692466457569657,0.2465571143979257,1.196703935539052,0.15705945788442088,-1.0123352758958248,0.14167201132479257,-0.7573224641858407,-0.10628306915757094
0.6095177987307785,0.09405071677415677,0.08889285936899351,0.36211377254140503,-0.11735246803844124,-0.5999959171136882,0.5857016345925418,-0.5507207415256441,-0.5090247904884243,-0.22432428028717935,0.06256213225673216,-0.1640158629032468,-0.8619433135826918,0.23781117554947628,-0.07782790065185383,-0.14319202712105564,-0.2534929852037653,-0.2570081700464695,0.11506888142421451,-0.27580114667214806,0.10171942154872363,0.4042065635896668,0.3679193368398034,-0.3555404306108149,0.03341484513874169,-0.13330288570421414,-0.04971779482387621,0.7107398071264562,0.33950543409805733,0.39686526007017037,0.03903101311323246,0.5643428026332309,-0.7274141826452772,0.5086827593296401,-0.32312999497491157,-0.25674382790189176,-0.29337074330670176,-0.35947133975226436,0.11136270174895843,-0.4703098909518607,0.2543967840050955,-0.301411154701181,0.5081858907258312,-0.3216896401065936,-0.20349947453324135,-0.4031009870850263,-0.04472485094662716,0.5826485960546998,0.5575960575390163,0.2763078574227576,0.2930788591882889,-0.21239610714837048,0.26496579779054286,-0.7803762809428099,0.3469382948172981,-0.5767867887771125,-0.6583562468393047,-0.479351813041393,0.8158769206294882,1.0230144976214808,0.5301726441359281,-0.7919183359634379,0.1078202869888488,-0.5971286351939327,0.2119625361535462
0.22966090723218782,0.025197076294247514,-0.07200736453214146,-0.18481389259861758,0.2038852209196655,0.10240541161859251,0.46565964659191594,0.17877302213940274,-0.7747386146608712,-0.19544085084802487,-0.17912080383488138,-0.032233798090402124,-0.643432437865698,0.2581478536541117,0.5310558873726252,-0.018071854181167288,-0.2784761139292764,0.20575547078475678,0.3005080929149527,0.11563902689602332,0.14134460421118783,0.1861008978485659,-0.5458705604415287,-0.19900734628504171,-0.1511823931295482,0.02718254912508211,-0.08112766680347491,0.15910869129583372,0.16559014692171106,0.31396964775860786,0.061616383911897825,0.48041843120966055,-1.0020173346560732,0.5984471309496171,0.4251182605959697,-0.24236444915560879,-0.5214958339481968,-0.6031787475918957,0.8971202703952574,-0.7058141863072156,0.4547988025698931,-0.1395470542837775,0.12852191854817643,-0.39278380611956165,-0.3004966334423159,-0.7807092860162442,-0.06960389879503938,1.0046516525452676,0.1931852483818816,0.19882298785377622,0.5018242706124101,-0.11297884696905272,-0.18247510153028101,-0.40556267153243303,0.1640755686085532,0.0124889832441763,-0.6267173539148637,-0.35534493413548524,0.33025440925418337,1.0617998070173065,0.2706393299501864,-0.7908478101463166,0.3805633807943793,-0.7496471162908689,-0.2714517152077468
0.39733207197580156,0.5647779427791911,0.24648919448078002,0.4392096448897647,0.43219288139045836,-0.730622885941203,0.6750344169769149,0.02287762364549507,-0.3660839046766718,-0.6519748291826513,0.09019624315764979,-0.03390702904823684,-0.6904695509276066,0.10423342684926173,0.33154236051525726,0.01854427586865636,-0.4450252927261563,-0.26276075408537913,0.1546527156674654,0.2548199920196535,0.08351431451194502,-0.029231459387903128,-0.3194016227328082,-0.08192369462206284,-0.0899779321884944,0.2195578638267604,-0.3087175246558825,0.5445001497560132,0.1580868475764528,0.4948667914730458,0.49771275727150527,0.637736845942492,-0.4943216396991029,0.8395108370553204,0.5073367429793751,-0.4958870566628688,-0.6257151068905014,-0.7522288267011934,-0.032749984976545,-0.5709863225135657,-0.19216428262100374,0.26928543162951724,0.6363520704879597,-0.3774935225039345,-0.36793600648722363,-0.6009227606401478,-0.015912621467324875,0.25582996086150717,0.6102753558717524,0.46822597523512843,-0.31794689180497987,-0.3617599787688705,-0.13285645803331927,-0.5854475757764261,-0.050207483627758884,-0.26831690395461844,-0.6654502314279759,-0.6145440335304901,0.24504393932866653,0.747248298790997,0.45019308105175276,-0.9010138313327529,0.39548833217581636,-0.8347508453351635,0.5002812432991729
0.5671112476748761,-0.03285808009983058,0.19608195424870833,0.16418079096206833,-0.15030687455127634,-0.287858506120681,0.6873872686899126,-0.2997407371818869,-0.6333997279856729,-0.5315794088818324,0.31877904469184815,0.1700043678055405,-0.6519528482392397,0.5322026154874919,0.682346990512457,0.1799373692690178,-0.3247628122587207,-0.2638994170811155,0.24738169625504955,-0.0736121229808435,-0.05975323065871312,-0.1213159181883817,-0.4261763012971608,-0.3825047481430335,-0.13570173085659915,-0.02887055571266016,0.010072741423078874,0.4658998409475479,0.4822630364031451,0.673635873792468,0.3677267909531653,0.37621798160099207,-0.46085018915648246,0.5552314457745647,0.3242300605099401,0.023424860753701985,-0.26834539410341174,-0.5935328382850196,0.389147728469871,-0.2471957037947215,-0.1337852666558401,0.017190726975301177,0.1576308254027905,-0.42451957480128566,0.42620117315944345,-0.07189210142263502,-0.20241884002108462,0.6235248760929996,0.5973642039426602,0.30178215682613263,0.11426876524164972,-0.9913942086628524,0.33374074982773183,-0.030408160794414482,-0.09626171822048336,-0.2369531690920518,-0.5516275251585379,-0.475808412217312,0.47335256903366196,0.79228010960192,0.3265304172956029,-1.0912213423886807,-0.06577433072705209,-0.8180652799729099,-0.16245532122182776
0.7046845672788012,0.02836002044536093,-0.35058030379514116,-0.017688058640941376,-0.001982613599861169,0.27110959162469017,0.6233412898501504,0.35756526144133777,-0.7182518808480068,-0.6661386854856199,0.30946812719964467,-0.05375407582115424,-0.9944613346540293,0.5767327896882976,0.39149517796538624,-0.22107922042119715,-0.5279941041360502,-0.42022404677580677,0.41585109279287713,-0.28306993000387604,0.08886010610273737,-0.47615548729017665,-0.22595375694649578,-0.5127046191799467,-0.019589573329759233,-0.35770957389813696,-0.0698603745534989,0.351029156947452,0.07258014264446791,0.6913083341368171,0.1565452515140165,0.4467665664864244,-0.920270376810324,0.5106783342954602,0.5529845508378749,-0.16566557357366563,-0.16168614188030178,-1.031643020156542,0.5439909040375731,0.18777592183457587,-0.01653260885207742,0.19935532673690726,0.4769803892552448,-0.4210643160672609,-0.2198858488799266,-0.25197687702111515,-0.39469699063275343,0.41974059408276315,0.7820105068333043,0.3897236174051347,0.26024385089032176,-0.5865087256074442,-0.0614409780040727,-0.32767175722995284,0.5386512926318487,-0.3904005153463764,-0.30777038740933793,-0.6275312004319006,0.15792817905609363,1.1651563825794473,0.2563600881726146,-0.556721708827492,-0.007488826539391119,-0.708836934333058,0.4863281539393808
0.8907899427167014,-0.19852697117887808,0.3091330917436801,0.22828249976227127,0.019739096002746058,-0.033467655526871976,0.6624831741843357,-0.44816923350092785,-0.41545564651337163,-0.30602014809488126,0.08902268687833526,0.06125182351903684,-0.12415224995827136,-0.2383507852693521,0.44173533808229914,0.02264602090218564,-0.3037671233476158,-0.3385934291559089,0.20092692337693982,0.12085832139494607,-0.2490627797340043,0.008721907281843262,0.4894355545915291,-0.47559568922614764,0.4952490608575053,-0.5905774569593858,0.3042580352025008,0.21488160726290478,0.29538296344493037,0.2763165391774253,0.4915111183000935,0.4906440060242632,-0.6688480815638884,0.8159485414324363,0.35458587766262734,-0.630659659423648,-0.35013499839196194,-0.44242384284482283,0.21695443343231263,-0.5415310281993535,0.20363784203834923,-0.20690580312025414,0.18868239280563776,-0.6290882016356512,-0.6864967881003794,-0.34436741814823685,-0.12192423140280426,0.2659274023303359,0.9076076394236087,0.681370532112591,0.1421332700020515,-0.365564434966018,0.08625376300966839,-0.41546440068762863,0.19694220391371114,-0.5244510703724468,-0.26515945480851916,-0.5791553735520659,-0.10804884260117441,0.628041267067542,0.37789972550964446,-0.6212815662921227,0.21585029974462208,-0.9436740702655428,-0.6597450179582941
0.4454541653744323,-0.165244131395304,-0.18122814255386638,-0.007577398417568895,0.1746811715405091,0.016189986677977566,0.5791972775046624,-0.13571684297626702,-0.5180744832209522,-0.02776933634845912,0.4030236551683856,-0.04212668739644844,-0.554276191221676,0.29916832887904915,-0.14669646664905947,0.4010217373613223,-0.20827179786051872,-0.14150630105205148,0.22176983065679173,-0.160532871946996,-0.4509362393438239,-0.34868753779029993,-0.013286919400111424,-0.19884351397297578,-0.10572832273056222,-0.42433182861087937,0.4586371599290644,0.3871158980987358,0.06295572878029895,0.3519999330933766,0.083644475104565,0.8712315766731228,-0.5575554564645885,0.5877749875802982,0.35473707218558354,-0.04869996506891126,-0.5568392728397719,-0.36923109563805423,0.5766759766281223,-0.33841826258994356,-0.08502229799068793,0.01404618551654676,0.27778431366851375,-0.4403811041650588,-0.04244149174823951,-0.07951219680946615,-0.3113330939145111,-0.38180992175009426,0.3847994830806721,0.5090804698268505,0.015164834732579804,-0.27624233819998684,0.27914370955481194,-0.7835512656607512,0.3427636662620348,0.1938926261100511,-0.3311396305315083,-0.5734154549651675,0.19046195623607748,1.1288849810565433,0.13164627544142,-0.28524419656316935,0.13733797112687296,-0.7527425180602764,-0.3216501771524283
0.28162981886798233,0.012609807453003608,-0.043706582327190505,-0.38396099818373863,-0.006587286352641025,0.19008862550125305,0.7404859993177718,-0.029242128361491176,-0.6074395139474243,-0.06355570288669743,0.04288053617420294,-0.007087746902084642,-0.2826424359089247,0.6181299373006092,0.49259497052484746,0.3779608496379005,-0.2251646978780103,-0.17821003169247618,0.06046433404843575,0.2201984047620924,0.19414804756297324,-0.41206489433611404,0.1459275611049198,-0.3720753213621881,0.22224129769969042,-0.2935310434436851,0.13902246296433235,0.39124621900625794,0.00920008408972325,0.4314564874345831,0.6993339794833313,0.7547153754139941,-0.630200430409211,0.6672346851737695,-0.3652686289804667,-0.31083471721309375,-0.4212806335982633,-0.31857882655127556,0.5632378846041621,-0.2545931835160351,-0.36054682382773684,-0.40671942475103556,0.1148790697281075,-0.030634953799836898,0.20334070048842812,-0.7558563418634406,-0.05612995121195196,0.30902994192105904,0.5043941919464462,0.46602371229544953,0.11184971296876484,-1.0039369212580107,0.1166586837269045,-0.44933323773480377,0.8006083501022607,-0.010486758921336853,-0.30444294731178945,-0.9569401949820484,-0.4658170149392254,0.8922299022566232,0.21135962753985965,-0.7627937405306854,0.279314924122724,-0.7257083954976679,-0.3898132994447574
0.1387772579698206,0.12209024931287232,0.258174990789642,-0.026095816651840867,-0.1446506060043166,-0.059889407746573996,0.48882755009422896,-0.11702826384459838,-0.6417993257323337,-0.6014545619986695,-0.034620580857231846,-0.27459951066511734,-0.10950781966084819,0.2323222697121493,0.4328693241024981,0.06448223253562392,-0.3285400176772767,0.1635336217816005,0.3456077811609194,0.07955559107993342,0.14367100438689875,-0.4636705985953843,-0.2516489270723342,-0.19482317072993569,0.019531342384181076,0.08639830465595343,0.03476044809817507,0.3077711426278674,0.27773357530579457,0.2883473708139149,0.6771828063934222,0.4560779491051563,-0.5764285680939377,0.5888212450993849,0.4726045379129048,0.0865045941381143,-0.360386518545185,-0.4208290350918286,0.23601678419006256,-0.1146992583059519,0.03264851858287592,-0.19380033687811085,0.27142074407861716,-0.13763078854381763,-0.05821651892266956,-0.4508557037002353,0.049047812381425804,0.13634549656307515,0.43407354751584293,0.5342659961896831,0.1962245121301068,-0.2515414508584356,0.07015837318388272,-0.19919288399574886,0.034424463767245964,-0.008666804514901066,-0.1550727728192191,-0.3948818141737709,-0.40509006336329206,1.3356294420545725,0.060418466208619806,-0.9546651454602757,-0.15223853067943224,-1.2331913257844336,0.1573467821205632
0.8415588358585371,-0.23443967253009823,-0.12558732429093303,0.23054190318217327,0.43054139275127495,0.2858313147210164,1.0589801870161457,-0.0977256991368375,-0.45002667314490874,-0.24632341838989852,0.3940084035373623,-0.04305239972121297,0.026901579506777414,0.2798736766506445,0.22093365631800896,0.2949812089478319,-0.17484721304075962,-0.627263697868621,0.22095924978612552,0.13610875668125577,-0.18182740215852364,0.12441277678566684,0.19467322340124246,-0.18498476569132508,0.583152842523393,-0.17402221121811212,0.287331266769035,0.3827261463343744,0.1036824498473495,0.6254656405154854,0.36186084094858856,0.5606043317694874,-0.40169486195836546,0.6791353501896908,-0.2795712318003398,-0.310438512804461,-0.2527279829601754,-0.2204499268797488,0.08627187476807543,-0.3113522340826136,0.11369198600254722,0.0859064025452419,0.19072474988005136,-0.02279951633373836,-0.4903084648623581,-0.35138071182561326,0.10555985696751236,0.40723430320806236,0.7513374554108506,0.5818537306822575,0.30139432081950684,0.023180530657656274,0.214446602752608,-0.42375195585515446,0.23870669899220312,-0.6560124044235668,-0.8175860098040147,-0.5114589858267931,0.4779913626915284,0.9364320958401019,0.3778980587114055,-0.6792481427687032,0.5584025210131176,-1.0047757210629817,0.14206954116396758
0.3938900447865772,-0.13534020926028953,-0.004933271559031907,-0.10163773345933613,0.1542970056220262,-0.0721886939933886,0.5797807161885233,-0.024193741484025616,-0.8673524547232323,-0.4607411892238101,-0.23468705189781264,-0.08639025094899049,-0.3547091064252909,-0.013884539491116205,0.4777132664593608,0.006736728603485252,-0.7770445704383412,0.31632100229137894,0.03254196855722297,-0.14384968592851027,0.36500767305698617,-0.33309863935381234,0.21119682977093188,-0.43197430799625713,-0.3931840809848257,-0.22515139951325647,0.03723417143970493,-0.04272355262639481,-0.0323068059945562,0.09587090409162946,0.48951156879520674,0.5937628486308333,-0.4023893306209101,0.7487809227780218,0.803866271180432,-0.12345676936319143,-0.5964322995362196,-0.3735806142879515,0.4468498365705475,-0.20639749195052826,-0.08816743531124704,-0.362165309384782,-0.10270851914704068,-0.3918402600760606,0.11666438754687093,-0.611826560002547,-0.15276141597269857,0.37115371919152224,0.819354395898844,0.43509607133595973,0.717187860896136,-0.6733096720867383,-0.1359242398240656,-0.41375557187228607,0.26635350996823093,-0.2948585355006457,-0.8461985296773599,-0.525798920072323,-0.12901225945631656,1.1298909419297345,0.04566375787683669,-0.7908392816819557,0.036936851692635636,-0.7263249362224339,-0.15944695980460166
0.7087991770293418,-0.005831444303336271,-0.19138605641199574,0.3201017095054239,-0.07885079992801383,0.17231885248340806,0.5493956014377475,0.39304997062256564,-1.0435352234603592,-0.3551949496105869,-0.004804099352127278,-0.0676924653535561,-0.28694509234758386,0.15501380124167052,0.24619172845280604,0.17235367499135398,-0.4247165903010821,-0.07914681541637458,0.16143287738136314,-0.13425403498259111,-0.209677256026569,0.42032042413747867,-0.2202168609189894,-0.9118683527050706,0.11298702676193098,0.04572651084378142,0.30075824685235253,0.09495707840426787,-0.10409762706877364,0.5809633225732903,0.23653619329298095,0.5145377279188565,-0.6367103647441741,0.49892687388586693,-0.1905468477295748,-0.49643725168188385,-0.7354088418387797,-0.14683176848975094,0.5440242518995166,-0.3898421598899847,0.25926368763876323,-0.12945572032754127,-0.03291163457930144,-0.8038974677399815,-0.6567986648498905,-0.5328078783690154,0.09188845485232888,0.7614648242648285,0.3917024944908334,0.5351907189799603,0.2933372731204361,-0.4516228638383654,-0.03810189666021255,-0.460199494816836,0.024887960129664155,-0.16285499133351605,-0.5134249376429113,-0.46746069299416376,0.18179119757178344,1.2588638225219393,0.19502961084033238,-0.5047946876381582,0.3424856862220127,-0.9699157255571113,-0.011625006336556734
0.5028400040093202,0.0037014588671269305,0.1687373114178053,-0.12364168078928175,0.017846443771756954,0.09454360028887908,0.2477962562224189,-0.045591904901670824,-0.8710934715415466,-0.7725785671451522,0.09846981753075579,-0.0371503466832659,0.22370308577241968,0.24962991504704948,0.3943700306002329,0.040846482015995306,-0.6386305397478551,0.388652273733188,0.262012319856298,0.044906404333944605,-0.026356208458092303,0.19660860829544377,-0.14964959873127875,-0.20041577297626187,0.27976402743021805,-0.09627962316586726,0.4188385207846468,0.19124123862748543,0.2578994947677167,0.6172926336943145,0.44734895417230885,0.1985075481389945,-0.716247205839348,1.0364032250562063,0.2863589091597599,-0.07142310600200143,-0.15110932958333692,-0.31933931247304287,0.3303846030135891,-0.4054450294028331,-0.023906197112703295,-0.351871908071156,-0.07593812537116129,-0.6043894618589256,-0.1483767607320583,-0.035758773879320596,-0.2816091826601699,0.6035048939230424,0.34058893690668857,0.41613041142986795,0.21092260415701092,-0.24277173636884988,0.46345868958491804,-0.24282126664375364,-0.0808293749638232,-0.2645407507117108,-0.6465651372894774,-0.40842362361982004,0.08357773845963166,1.2230659881580026,-0.04157878150183931,-0.6612402555411655,0.24211924241241434,-1.1430923323820001,0.12562545482373755
