June_8,April_2,May_5,April_6,June_6,April,November_5,June_3,November,November_2,May_6,March_7,February_6,May_7,June_9,July_4,October_2,June_2,June_5,March,November_4,April_4,November_3,August,April_3,April_9,March_8,May_4,February_5,April_5,July_3,March_9,July,April_7,August_2,January,May,December_2,October,March_4,February_4,October_3,June,April_8,January_2,January_3,June_4,June_7,July_2,February_2,March_6,August_3,July_6,March_3,September,May_3,December,July_5,March_2,March_5,May_2,November_7,February_3,February,November_6
-0.20233443218085845,0.09841498325400072,0.031693768999991406,-0.30819951940432766,-0.03958598010521852,0.07658466002186387,-0.09714418758448491,-0.0736099506500592,-0.09640856691247451,0.882337089318677,-0.24641544725513573,0.8958901931068942,0.09654334570656115,-0.028527838965496724,0.24398201820834187,0.23554601596936084,-0.08323911309897904,0.005430351657385382,0.4700348755095453,-0.1949188233260987,0.4073857572181599,-0.17526367260674292,-0.10963994130163124,0.17745734598098367,-0.296324847348782,0.06715710370425561,0.021486683241284645,-0.48779018854713024,0.39329977326536164,-0.5991820947565023,-0.8619847197499786,0.09174478597316636,-0.3880663285972636,-0.6186711649651833,0.4081466341460382,0.05882310875887044,0.10072733974434431,0.3341030221206781,0.7144137702194765,-0.24119730775855236,0.30343985466000284,-0.7615832283030984,0.18859158853723124,0.6359767030443694,0.6789395993133922,0.2245250508483509,-0.5234408100278224,-0.6179755614931746,0.4694793380379711,-0.03422297205069405,-0.22640277097947734,0.15281517623921545,0.8480020611406263,0.5597546352490249,-0.00684454774772307,0.23332558235971648,0.7277305000130224,0.005846248845532129,-0.4081058064461416,0.3084166257658583,-0.6316541240215914,-0.06618432408942285,-0.12082794603639806,-0.3699947621796459,0.2922345655763493
-0.20233443218085845,-0.21895401867593983,0.4135208123877411,-0.3983557475220699,-0.03958598010521852,-0.017217992899370607,-0.09714418758448491,-0.0736099506500592,-0.09640856691247451,0.882337089318677,-0.36030619083050247,1.2732065252312523,0.12625710739860074,0.756130634768457,0.24398201820834187,0.23554601596936084,-0.08323911309897904,0.005430351657385382,0.4700348755095453,0.07523563332790006,0.4073857572181599,-0.4561102415476364,-0.10963994130163124,0.17745734598098367,-0.08827507925271154,-0.0016773564295879118,-0.9327165511456038,-0.3470085972713193,0.35770139216837404,-0.298752986862987,-0.8619847197499786,-0.40782250275020754,-0.3880663285972636,-0.6477802516297713,0.4081466341460382,0.11967103556099801,0.2943556299859057,0.3341030221206781,0.7144137702194765,-0.40463364019457154,0.27842517468572564,-0.7615832283030984,0.18859158853723124,0.5600010103457372,0.4819545267362827,0.36823356795609236,-0.5234408100278224,-0.6179755614931746,0.4694793380379711,0.0006788324670596035,-0.2727157680832152,0.15281517623921545,0.8480020611406263,0.6376687478885087,-0.00684454774772307,-0.04625739155717838,0.7277305000130224,0.005846248845532129,0.25943809987054567,-0.8570057941715984,-1.0405704248978749,-0.06618432408942285,-0.2396337207393839,-0.9432340090448255,0.2922345655763493
-0.1680305775458985,0.13448192769776618,0.10012775147279082,-0.120259115809326,-0.1729166840007131,-0.08056655211035385,0.44125059583824877,0.07009268325649617,-0.1105421719941982,0.6070907110226118,-0.296439745775064,0.9606460947235067,0.13194255580931888,-0.12451603538458295,-0.12144761527651302,0.5119966094662162,-0.2589638576066652,0.0900199098158976,0.09432977160985175,0.043934789842409165,-0.07398639719698807,-0.12515282142120282,0.23651276290487316,0.2281485879441329,0.10005844969943034,0.06762629161071529,-0.7342457204881853,-1.0280658663902613,0.6232667125267687,-0.2821113595051694,-0.6308776552680775,-0.14906757856227304,-0.685218745620334,-0.5204838669717697,0.6169618453723043,0.4788285598640574,0.05960199501369937,-0.0364673910666227,0.5011279009272284,-0.3393779909865158,0.4140665907464785,0.004619676389455388,0.19836328612401438,0.34534650586172444,0.46241126820975953,0.48539242470479593,0.2520377902052311,-0.7314800971987863,0.10585883217072671,-0.06297062958652269,-0.02047980895383185,-0.24988102883055635,0.6032846552788252,0.31129008655978496,0.5352365371635515,-0.07025323718350752,0.15927450648148206,0.10607959875187643,-0.20635107843591355,-0.4999993588263525,-1.0316583511064654,0.16685783445458796,-0.1185796032951753,-0.5987034724587365,0.07461133722924586
-0.11372680070551194,0.4028544222796058,-0.06568316779208622,0.10661751639488534,0.11694799558883534,0.054169164508517706,0.6983833436847745,-0.17775979252769253,-0.03418249863817266,0.6511235466514432,-0.1890518497877362,0.8014118465287793,0.4136060920258277,0.5558038616534997,-0.1561843750815327,0.5533410406240973,-0.28851029402184647,-0.033461845137786675,0.28849911964878905,0.20554082067663965,-0.18405775174139546,0.389984434198132,0.28497845801347654,0.3987766988735401,0.06665745081353915,0.07257606304142306,-0.9323214690768851,-0.40179989165973123,0.9000452653573674,-0.6948630575663471,-0.9243463506751783,0.405971936635224,-0.7271919855349112,-0.36433747867988037,0.24374929835254022,0.39667247179862253,0.05300856273850673,0.4502989430681534,0.24804785236184884,-0.8352897645063144,0.582052754171417,-0.5208621899882997,0.24353962362714038,0.5901896558180182,0.5878303469280383,0.2172019380978759,0.13617969139677005,-0.5581708303492806,0.11418308592821111,-0.36017544110209954,0.19954134322503453,-0.29070671110903323,0.6655669735955492,0.8525387034271887,-0.2975622111244216,-0.15457386729468398,0.839900692065203,-0.3112887133635045,0.13085145583088506,0.1309237098997626,-0.9920137602326259,0.47226841000452646,-0.06380586947760006,-0.5304684848649154,0.3553086786243534
-0.13427771306788547,0.0021659924895101323,0.2880745433082977,-0.13666619312894152,-0.012211844249089963,-0.48425283973506494,0.1546972111630754,0.11211905766339386,-0.7869230389170713,0.6279259829444437,-0.19629393556938296,0.7930378216867552,0.4441573929522106,0.1995108619449125,-0.27463199300473473,0.20282325453476752,-0.22021849424278434,0.17027786732547368,0.08542001435283643,0.32831972071028603,0.037305242052604416,-0.30529591138323214,0.3985428240211327,0.16933372516406206,-0.027804911588630056,0.06441844212659989,-0.4162284031794912,-0.9292620069002459,0.3278021355079297,-0.3478295595482504,-1.2460162044346534,0.4318957608495064,-0.39628128024315795,-0.12183543104754183,0.9863619855125989,-0.5094134838794242,0.1551900344458488,0.18448519924390314,0.5219058520213572,-0.27045957922493785,0.16053176784598294,-0.01827499575008234,0.3407168599574411,0.8018259918378589,0.6295799822314514,0.026022174022484156,-0.18094753103864403,-0.6624837720007206,0.4539351718637082,-0.2625901490896007,0.06005869380171041,0.08656493011963115,0.7686872287518391,0.34864925826217574,-0.4375949554375418,0.09868150545372964,0.22893692921228992,0.07389361384840752,-0.13216201928848553,0.7121179437417601,-1.2320265409347937,0.18608210039896478,-0.4349986385734261,-0.5700819738343548,0.10799478002481336
0.4249912548269472,0.3677628021581364,0.3410293078947674,-0.1576056724138769,-0.6612885840065035,-0.0604727833902144,0.4269545126497485,-0.22522408603239377,-0.1454826835038277,0.8275191934236519,-0.632449711538631,0.6331193063892788,-0.45509691580788525,0.7553371572204074,0.19150110285851984,0.14055184049066502,-0.18747758731760406,0.13840198157707945,0.17599630668257843,-0.12636326243561066,0.023634118815625785,0.04340108744346058,0.19412468365746488,0.0981528870322255,-0.43098625095695564,0.07221521559405475,-0.78007916809946,-0.28033051231717276,0.3276751289817862,-0.9327407304535464,-1.228782671671393,-0.895178343193666,-0.7642429447815167,-0.30765267768362325,0.48204182895324654,-0.20595354414273748,0.002884435367293686,0.34239913145461176,0.39907533815932444,-0.04288799320923195,0.6887494674494313,-0.5511397307812367,0.19995056294550198,0.8243601263144071,0.8541904531162567,-0.3236511787939464,-0.3085262760983966,-0.5031837902182864,0.9155389140266958,-0.11409253897916846,-0.0857425409953683,-0.1033424074489014,0.8635806206310274,0.5788575697910319,0.06685603267611248,-0.06207232411087093,0.5690128796146484,-0.39882210822289943,-0.14239340671235784,-0.8077262985591398,-0.911431443808606,0.48409669847387193,-0.27120208101586535,-0.5149741691294951,0.27775178976737247
-0.32655354383109525,0.14477542814512412,0.32773545804627624,-0.07149342624425112,0.12927534030084592,-0.011017840634928527,-0.3463140552628124,-0.12087972983587826,-0.6688936798991855,0.7292657565013141,-0.18154617798955713,0.8932174213771376,0.5538041512973662,0.7137742689193876,-0.01564636407896504,0.33015259139588177,-0.7174790335858642,-0.05867591557232141,0.1848421991690618,0.28641482276009833,-0.17048015363741773,0.8049049413285029,0.3419063626869671,0.08833706070950018,-0.2340970625798044,0.0995058609433474,-0.6297086558040366,-0.5028563429070652,0.9425713764874898,-0.6119165437015028,-0.7511946358583275,-0.07401589099134556,-0.6722926413439718,-0.2899235191513809,0.700186590473706,-0.06439892159184649,0.12072902470773164,0.7073210651836006,0.6201491229828473,-0.4327401237016708,0.19150959055197161,-0.45607100112237897,0.09205988313753422,0.8318190480601305,0.309455053289446,0.5664972126415415,0.00517092516109495,-0.6435801458942383,0.6754045233628052,-0.18092308394079742,-0.2357100538849666,-0.06633020515071547,0.7045103016106472,0.5885572410614915,-0.2197029617792271,0.21332230035895777,0.17895566446896316,0.5661289662473724,0.08071187616457162,-0.46210588416154474,-1.109671192373964,-0.002275839260144852,-0.3440434887092093,-0.6080954787562924,0.0756680024332071
0.2545911843761126,0.09453374177820402,-0.0507033130356052,-0.38678059878471727,-0.3807197736911554,-0.17807216444667778,-0.5623844663968487,0.09371672504769654,-0.18823619318279972,0.8186999151499931,0.14923905871881102,1.1994264122465912,0.018864044407605245,0.43815428955781377,-0.29958007296139566,-0.001758240898274012,-0.23589169877349436,0.20791615608162528,0.07822957660412265,0.0772899991621082,0.06427359044332351,-0.01954376416073271,0.39222768954626697,-0.011780955398271592,-0.030324915420404705,-0.08828412081079037,-0.41062444113790797,-0.9416307531474415,0.30802511677936134,-0.4846013878344534,-0.946904663941284,0.4518182577475486,-0.7623323332497821,0.335266872458798,0.4123236715166043,0.44541457653721983,-0.4415951319049077,-0.15189599798535702,0.5686675324952335,-0.47374279244209605,0.21799075721410432,-0.6708135352906109,0.08156481384410344,0.8786435806705992,0.5072923446500339,0.13927267922082798,-0.7307382209968996,-0.45637935276486846,0.6213374781457235,-0.2806553218172288,-0.2695970581517179,-0.06834700227826554,0.899187235645052,0.452661333493112,0.1319085844619261,0.27435481901821435,0.02053357608447673,0.050570437128308526,-0.4772113090880752,-0.19843493939592466,-0.8208795090092769,0.4219793211501017,-0.12321220936621544,-0.5882243281002468,0.41036578702066695
-0.007210720749060623,0.546272707253526,0.22329298268854497,-0.1904078699660747,0.10650713609913234,-0.22495996838131466,0.04188291854541143,-0.08533962980658005,-1.0830982615469362,0.675028187340539,0.2446106266907583,1.008062292429961,0.21791738591850643,0.5728977722292022,0.19361987472888323,0.3444415103199442,-0.22546190370129715,0.18842516309068835,0.4414651718642399,-0.21567080860797763,0.8218771943456057,0.3979789364847912,-0.11336095083728029,0.8758020003684079,-0.5136753949545807,-0.018750645628492796,-0.6526165243597581,-1.0403554260071413,0.618444073131893,-0.38393945874764424,-0.7183924703084731,0.12668563915172085,-0.5820571047828653,-0.26604493264795565,0.5419170926075967,0.4240919024532365,-0.09990501207680733,0.05357114754252698,0.5274076593581631,-0.12436174770446579,0.253958344898727,-0.839629005627113,0.11227097508261803,0.24253781205877523,0.3411461032580305,0.5301264878055346,0.2957345120707283,-0.6221168877774723,-0.02273350633939722,-0.02834900061245174,-0.12858821402927678,-0.12982788638839385,0.8202702451012299,0.9930416856699695,0.5147036463854847,-0.01026383516669959,0.018539982973465374,0.19530048729987343,0.380915623838475,-0.7314739840820895,-1.041623185797629,0.30529865907730014,-0.08113169112011899,-0.5585882371090778,0.361635044765575
0.1255007341003107,0.33210701946202953,0.2343426300934831,-0.5315814220815946,0.2145274193568793,0.19587955305003768,-0.095537085866168,0.03218874730536591,-0.27071604968846474,0.6628895406535031,0.13391120023323877,1.2686625316279225,0.334107237366416,0.3751348447064365,0.3761208623402308,0.033694155936689466,-0.2472970469452319,-0.11718108412801789,0.25324207534736176,0.06517403643264272,0.6903133236253561,0.12048092730848263,-0.1823158971163103,0.6029519715500147,0.1341249168606732,0.020754893049726247,-0.6832708798958498,-0.6694383509445267,0.42496665908606557,-0.6066520414772276,-0.9651017706893903,0.08318758596143663,-0.41818232373992736,0.264298961776686,0.40169222783466724,0.12345611572663347,0.2788439029875568,0.09590392232971526,0.464138488478293,-0.2954976197328756,0.305674011195927,-0.3581890910537282,0.35642430814190734,1.2626927658591964,-0.00967236645735968,0.7147461322137251,-0.17655250833512073,-0.5444131560712302,0.5735270523444396,-0.22822472649302136,-0.006361741105341823,-0.36812792349130585,0.8452541598437552,0.38305564510966783,0.2913418979232496,0.8366804137145507,0.1042565552380683,-0.0530535808837064,-0.14918627870351953,-0.9851219586946366,-0.9634765250849748,0.04811633693759367,-0.3751920896038146,-0.8447691131416575,0.4871323596099674
-0.08568346488327891,0.3155803891816076,0.08023848881952805,0.2712674187853334,0.03988505408686403,-0.12208696694136584,0.48562246891521094,0.10615700940596683,0.02673063780980999,0.6536157384100789,0.6225793578700908,1.2511924482919456,-0.3265479637460363,0.3418257137568244,-0.47484959892176637,0.4015198556057542,-0.03169152314843526,0.08316115911478128,0.3772079934691703,0.23743793718416623,0.1940024760639854,0.0630491557334592,0.32062559577704886,0.4087884556087543,0.13474817990852261,0.0048271596219665105,-0.6235149427696898,-0.8962582875844107,-0.04842434543751652,-0.38393278884912485,-0.5462565024647882,0.32153098882486514,-0.41511027255532423,0.04930677163566792,0.5895354146052819,0.33244067182631626,-0.024176724713896577,-0.2733099117049357,0.5632265168000421,-0.29978264783812936,0.6271486775025997,-0.6570214866429805,0.22913882027100224,0.7390720677736977,0.7454633780065328,0.80425626285927,0.3490905713872775,-0.363965251989769,1.146737577807681,-0.1630732896568991,0.4557086690298585,0.11092904632452558,0.431820117260137,0.6591199929315478,-0.06828621311520545,0.015819902464990585,-0.086294277837862,0.8595100191070233,0.6497001620272508,-0.11698925789060574,-1.0088632300668943,0.22181067161875773,-0.14643389033976056,-0.5929073761617152,0.6603293684016678
0.02092521569980068,-0.2717942685394469,-0.4073187496337947,-0.013839133043902073,-0.734237673685283,-0.2106966224899313,-0.27700681674876415,0.1891624699028147,-0.056525574038429775,0.9243093942391681,-0.19681967255817823,0.5265860893357691,0.42693496105469864,-0.23290223263629237,0.3008775056643212,0.2332860622931122,-0.08234748343103095,0.24365135641624117,0.24946808741683763,0.19731534278704888,0.0877486823259591,-0.3595828313913922,0.4768348768199889,-0.1710120791353717,-0.05537299244258805,0.07967778678818795,-0.5742042618382168,-0.33398726132069934,1.0148726755163757,-0.3425699028810922,-0.1969590212338789,-0.21498426061328113,-0.6331925771175078,-0.4101480356098014,0.4545013235043311,0.41914220604565133,0.062228627438696844,0.5845951467701301,0.7436672602181605,-0.21534229559166396,0.19643681015557674,-0.5400893635489038,0.49321420889799467,0.863044279571653,0.37883949491472085,0.594844228182485,-0.5873844255278944,-0.10299640184839541,0.7490631645458701,-0.4000468326616142,0.04621181134320903,-0.22347182346342298,0.347636681022496,1.0712866054814383,0.11060042585006125,0.013246709421000508,-0.24482130318944478,-0.10509508466296777,0.5593117515022208,0.2696032454047015,-0.7887263047924066,0.20850146802659525,-0.18058816665655356,-1.1577281503017867,0.5640397421388385
-0.2017577997232237,0.2533714156926764,0.15187072235627042,-0.12814792969771763,0.2756369728124497,0.2200729456234189,-0.008237929863821158,0.19573316190231632,-0.31479320860428917,0.6925373336565058,-0.23756480779120542,0.5400758352492061,0.13443667862502862,0.37914115008996163,0.1498779983585467,0.27407245630290616,-0.2706407397613708,0.25325714550920125,0.3003564624712999,-0.023636434607119235,0.16860142826067184,0.1893646854361089,0.4519577341078166,0.7702637639399761,0.1568079705863823,0.2506090625635923,-0.1277092137348608,-0.5616808581352832,0.6864876668203129,-0.816522271610199,-0.423509041160013,0.5904780356015812,-0.29230942520249265,-0.5394246091441401,0.5619356058642321,0.2837453916624533,-0.06190318661502088,0.2395266477936795,0.7749556596206701,-0.3642205849081284,0.12753537363623096,-0.33431706219951557,0.34394793789326816,0.795323218863557,0.6835772670055345,-0.2547396920862129,-0.15703045234872703,-0.5094217790855847,0.7198472707875605,-0.4655726013129259,0.35933986334402607,-0.341389732502278,0.9516435266608394,1.2757400448215004,0.26337516864629384,-0.33963441624912344,0.11583993031871385,-0.2727318546516667,0.0887643348700241,-0.11675094204780487,-1.3286558654247596,-0.13562942638804026,-0.4555545485956226,-0.704193044675439,0.777306389182251
-0.5160315912649946,0.34048929269321854,0.00044079736148042864,0.39105611431652726,0.4712375001204743,-0.20477704698096447,-0.20506542857618282,-0.08566748212187922,-0.9957568509314536,0.5732885598268618,0.015490491038414912,0.3077075077132267,0.2098532330275347,-0.19013468575350045,-0.38611789890062226,0.36205821381663267,-0.36978981051635695,-0.1899561751716765,0.3873972184141854,0.4903869889916892,0.46918453093592394,0.21479374274032803,0.15301155421404974,0.4283067709021746,0.4246358053638259,0.06098782704502302,-0.4889264373328566,-0.6426968778933807,0.8796412910936633,-0.7061774212742172,-0.8177194282243602,-0.4149512452922577,-0.4464306343969964,0.04013840653886143,0.5724176593584015,0.021540811451102433,0.3353611960554559,0.06165280525038859,0.6417285600375178,-0.40547897798547633,0.30211856078410354,-0.8956282167772207,0.38400539567599806,0.601226029568981,0.4208398334849773,-0.0433390757117132,0.2023830766282526,-0.6686688710434132,0.4086348670311413,-0.11954480170824744,-0.036405198559301216,0.13379603080265007,0.6701084086655571,0.8164425826808575,0.08293769316418845,-0.3244210920354941,-0.1329429994230949,-0.15880573478524102,0.3280523684107296,-0.28266214932614464,-1.0110727930866465,-0.004463246020129805,-0.3583577272538401,-0.7396285933912233,0.8427361197496277
-0.2824968473776991,-0.45331134963894654,-0.11524984640969219,-0.2618715116646114,0.01729535889135673,-0.026297509903723915,0.5752075317159258,-0.13087852047669515,0.08729195287347466,0.5606698762021367,0.06052564934676939,1.2349398422188644,0.12164343774899519,0.4798745961593986,0.02538301398321209,0.1887718055583304,-0.380941762468075,-0.08525646838444198,0.10493905626684948,-0.04429921680045114,0.7211791172504304,-0.8337681413111764,0.08222402804584425,0.2697626678522552,0.029794216856424208,0.05307695787043572,-0.60901687277875,0.2950710947838081,0.41163298616335664,-0.5873740191776178,-1.2729106682913498,-0.26256758396406615,-0.4566618140383394,-0.34668773493411326,0.4945589781275278,0.4439031918672781,0.05980039729808078,-0.10283587324307301,0.5187085829463745,0.04308741117360708,0.5156446641412269,-0.4429106958311641,0.34490927318320036,0.9506540962088991,0.9456719886798424,0.2213989748635725,-0.3651567031383169,-0.533883086290219,0.6769233516071516,-0.2053200733018053,-0.3050932180785981,-0.31374246615418067,0.6054671712472379,0.58910294175511,-0.1127836958148482,0.23308731396330018,0.06328078043417516,0.17346355545155653,0.1983843022071744,-0.6165166104793065,-0.9518586515777042,0.008444943763966893,-0.5103728696719061,-0.5589309751277614,0.6304866004607388
-0.25407052309111433,0.21736098411710297,0.23338629221552618,0.23107019498046638,0.6802515754744285,0.2943342677341445,-0.786755687775657,0.2915418108791741,-0.8767373493249333,0.5122715695345588,0.007865308160002013,0.4750387050250086,0.2294950695770292,0.009488558592177163,-0.060501496864869296,0.4614274286028442,-0.2854512143647987,0.08523793963424732,0.23082891585052542,-0.11976068898360717,-0.03807003189925949,-0.08937135817692007,0.27308269975095695,0.38290908626674036,0.165008702480556,-0.3584433369877884,-0.26365005146544696,-0.21051253319975802,0.4434196237830731,-0.674429790375183,-0.570807746854194,0.3075493987907908,-0.2837290747934504,-0.15331946340328093,0.6907517493954994,0.18204374195552894,0.09183309214585356,0.36443958787616304,0.5058837959036061,-0.5102511001477146,0.4620978083049257,-0.23069114752773434,-0.06324903454470687,0.3243842804503616,0.5914246354470577,0.31008956358481193,-0.005710027696976525,-0.46570750635268476,0.15118202966758604,-0.19580618267079808,-0.4937118404180554,0.0696159762843942,0.6432297095312997,0.7097739631485461,0.423782310241531,0.0891065733534085,-0.4591790091445429,-0.22940161611064397,0.26183358820140107,-0.694625631352128,-0.8917686162654034,0.34001492809485223,-0.5797613364653237,-0.9380102828914807,0.5803355793081114
-0.1703719065569721,0.08430447381655859,0.5630682706363546,0.37586294098911166,0.5249768525342511,0.03905447671640596,-0.21130851410646917,-0.2531013302102252,-0.1453102274467534,0.5218878269145809,-0.1704576967561252,0.5259444407533355,-0.0411693906085608,-0.1963781784454661,0.1730084229590313,-0.11443014335717885,-0.5927482719698247,-0.03301151894554774,0.14605212547578134,0.3324131484891963,0.24553241396364398,0.3159234319932216,0.07561338898837593,-0.06766056828115938,0.1858882424868965,-0.2528401542999645,-0.6523282183872929,-0.7053680167916454,0.9007576690084484,-0.18132863305518593,-0.9651936042711976,-0.5690256049720005,-0.5949415995786955,0.15110043875926857,0.5496963595011423,0.5012147275972609,0.09296513587721668,-0.35540433437428265,0.5328614719151923,-0.4393551630764606,0.5956452837874595,-0.22742317265978687,0.4911118056533618,0.5300452858777145,0.9749501119165545,-0.1320662045620904,0.24881031764229472,-0.4146702025873435,1.5372189311170583,-0.097782853118966,-0.2706117539116386,-0.1523042450103131,0.6197951924636845,0.3823872615221172,-0.15350344576329725,0.4897690932654831,0.49869012139243246,-0.6161899809734379,0.22892733526286166,-0.9312764966950745,-0.6713281432030687,0.3901341019536045,-0.4802353908835179,-0.9527648204997439,0.7619818513381384
-0.11302336634666386,0.4016997687770559,0.07687263583305338,-0.10233496060433327,-0.46610898796849615,0.14713945977711185,-0.2355178810520757,-0.012360281044192754,-0.30227282141077433,0.5314102805569684,0.07209150970904059,0.4874344398354357,-0.23003529864077382,0.32350729258393085,-0.02341336271337304,0.25584968560375637,-0.49074121765868955,-0.08100453133500683,0.24058346654354335,0.2415585357689421,0.0031545570982903365,0.40446611602342514,0.23681381541563984,-0.3110624077547877,0.06189379868609541,0.05687694384093891,-0.48963099296351764,-0.3586326762706778,0.48163320773887575,-0.560814374696599,-1.026534022750598,0.1487188065324236,-0.8806427529605986,-0.19998615411846563,0.2627485984871914,0.24196055987520837,0.034681359711232665,-0.697420668305996,0.4507586617330127,-0.7646293539676319,0.5260171722148183,-0.18604857809522218,0.4498351552763001,0.6453484726009537,0.6330877147185967,0.5248202836997647,-0.8609558792861924,-0.35858001384263183,0.6863029240874313,-0.3935599703121226,0.0776729789180043,0.19061825114119718,0.29985120154591516,0.6642131163306486,0.4820868017360719,-0.3500714557425276,-0.7323420625745816,-0.2772678933098596,0.36967380413095874,0.2215287268375116,-0.966179923240614,0.1741245188183756,-0.3863187266852236,-0.712266357677523,0.7659400977005087
-0.1107171342436443,0.06718549644700995,0.16436248121303787,0.020189483622442064,0.701026472026593,0.1384594804365113,0.06116522745033269,0.07042830804787847,-0.2253256216574187,0.939702634842051,-0.01100811738199782,0.9207951023685592,-0.0008385799728998569,-0.3810914992139286,-0.013668559799822455,0.1280628968851969,-0.48975295531382496,-0.12470423289111018,0.1338812391154286,0.047943075090544574,0.28136618774914307,-0.31033631829470226,-0.03916826782516446,0.11389638124778781,0.28091289511479567,-0.14227024235855645,-0.7778278636414862,0.18756713174178347,0.5062430023182555,-0.47063651288583386,-0.7288516083329306,-0.4776835051229199,-0.8099855758347065,0.2074575346969645,0.04326310878138708,0.08868605667194765,0.06295828975951043,-0.02660756508656642,0.7428222274618734,-0.6462209563787101,0.47846924178297645,-0.04954506825662833,0.2509465414653229,0.8897312839721416,0.6739366490270682,0.3701965303806609,-0.07317388138911153,-0.48034890624848814,0.2860444992991293,-0.14105723972666032,-0.3650132494123878,0.0026541271515165867,0.9067582447293152,0.43779917027369997,0.19337900336333164,0.2777325070156744,-0.07022341338919436,0.2594623364151343,-0.03579395952818759,-1.5665204455888067,-0.649110006936953,0.3731984994832548,-0.5108068839188212,-1.0972273162347042,0.35937121827655116
